Location Name,Location Type,Destination City,Destination_pincode,Destination State,Latitude,Longitude,Volume,active_status,curr_hub,curr_lat,curr_lon,curr_destination
SKY E-COMMERCE,Demand,NEW DELHI,110051,DELHI,28.6439542,77.286847,19,0,0,0,0,"0,0"
PREETI PRODUCTS,Demand,NEW DELHI,110015,DELHI,28.6692329,77.1850382,17,0,0,0,0,"0,0"
K Y A APPAREL LLP,Demand,BHIWANDI,421302,MAHARASHTRA,19.2812547,73.0482912,17,0,0,0,0,"0,0"
BABA GARMENTS,Demand,JAIPUR,302020,RAJASTHAN,28.692099,77.1305301,19,0,0,0,0,"0,0"
SKYLOFTS,Demand,FARIDABAD,121001,HARYANA,28.4390521,77.3008506,11,0,0,0,0,"0,0"
RK Retail,Demand,RAYA,281204,UTTAR PRADESH,27.5135527,77.7936955,8,0,0,0,0,"0,0"
NATURA HERBAL,Demand,GURGAON,122017,HARYANA,28.5087415,77.0313401,21,0,0,0,0,"0,0"
VIHAAN INC,Demand,NEW DELHI,110041,DELHI,28.681941,77.0704433,14,0,0,0,0,"0,0"
REFOAM SPORTS PRIVATE LIMITED,Demand,NEW DELHI,110041,DELHI,28.6458491,77.0442183,23,0,0,0,0,"0,0"
JPJ Offshores Private Limited,Demand,NEW DELHI,110088,DELHI,28.7037749,77.1553468,17,0,0,0,0,"0,0"
SHANKH KRIVA SHOPPING HUB,Demand,SURAT,395009,GUJARAT,21.2018601,72.777877,19,0,0,0,0,"0,0"
H N TRADERS,Demand,NEW DELHI,110002,DELHI,28.6479104,77.2380006,16,0,0,0,0,"0,0"
S.Z. FASHIONS,Demand,TIRUPPUR,641652,TAMIL NADU,11.1490736,77.3128006,7,0,0,0,0,"0,0"
CRUSH A FASHION HUB,Demand,AHMEDABAD,380004,GUJARAT,23.0464926,72.5842537,6,0,0,0,0,"0,0"
SUNIDHI LIFESTYLE,Demand,GURGAON,122017,HARYANA,28.5160739,77.0366159,26,0,0,0,0,"0,0"
Shri Radha Krishna Traders,Demand,GHAZIABAD,201014,UTTAR PRADESH,28.6436689,77.3750717,19,0,0,0,0,"0,0"
Astrodidi,Demand,NEW DELHI,110086,DELHI,28.7155306,77.0903231,15,0,0,0,0,"0,0"
GARG STORE,Demand,NEW DELHI,110052,DELHI,28.6740384,77.1851807,15,0,0,0,0,"0,0"
MOSAIC WELLNESS PRIVATE LIMITED,Demand,MUMBAI,400072,MAHARASHTRA,19.1135596,72.8918025,18,0,0,0,0,"0,0"
M S Enterprises,Demand,NEW DELHI,110051,DELHI,28.6545368,77.2775103,33,0,0,0,0,"0,0"
PISTAA SALES,Demand,JAIPUR,302006,RAJASTHAN,26.887435,75.783291,18,0,0,0,0,"0,0"
NAVEEN KNITWEAR,Demand,GHAZIABAD,201102,UTTAR PRADESH,28.7855929,77.2680269,16,0,0,0,0,"0,0"
STYLUM MART PRIVATE LIMITED,Demand,JAIPUR,302029,RAJASTHAN,26.8398986,75.7672925,11,0,0,0,0,"0,0"
GLOBAL TRADE LINKS,Demand,NEW DELHI,110015,DELHI,28.6424915,77.1326969,14,0,0,0,0,"0,0"
VIBRANT KITCHEN KING,Demand,RAJKOT,360004,GUJARAT,22.274162,70.7905101,6,0,0,0,0,"0,0"
AP ENTERPRISES,Demand,NOIDA,201304,UTTAR PRADESH,28.5280294,77.3769437,47,0,0,0,0,"0,0"
SHIVANSHI TRADERS,Demand,JAIPUR,302012,RAJASTHAN,26.896399,75.779334,13,0,0,0,0,"0,0"
Ishanvi International,Demand,NEW DELHI,110018,DELHI,28.6373039,77.0938021,13,0,0,0,0,"0,0"
KSB ENTERPRISES,Demand,NEW DELHI,110052,DELHI,28.6746196,77.1801757,29,0,0,0,0,"0,0"
AKSA ENTERPRISES,Demand,NEW DELHI,110053,DELHI,28.6848991,77.2688494,13,0,0,0,0,"0,0"
AIKA FASHION,Demand,SURAT,395010,GUJARAT,21.1975224,72.8604507,16,0,0,0,0,"0,0"
SR ENTERPRISES,Demand,NEW DELHI,110087,DELHI,28.6761554,77.0882219,21,0,0,0,0,"0,0"
R S Enterprise,Demand,NEW DELHI,110089,DELHI,28.7439033,77.1178988,18,0,0,0,0,"0,0"
AHL MOTOR,Demand,NEW DELHI,110005,DELHI,28.6483218,77.1987215,12,0,0,0,0,"0,0"
ALL WAYS YOU PRIVATE LIMITED,Demand,NOIDA,201301,UTTAR PRADESH,28.6068256,77.2939909,8,0,0,0,0,"0,0"
B J Infotech (A Unit of Ambrane India Pvt. Ltd.),Demand,SONIPAT,131028,HARYANA,28.8675978,77.1180453,31,0,0,0,0,"0,0"
VM VENTURES,Demand,NEW DELHI,110027,DELHI,28.6395682,77.1140534,31,0,0,0,0,"0,0"
OMR Fashion,Demand,NEW DELHI,110086,DELHI,28.6908908,77.0730942,14,0,0,0,0,"0,0"
JAGRAN MICRO MOTERS LIMITED.,Demand,KANPUR,208022,UTTAR PRADESH,26.486014,80.2289448,12,0,0,0,0,"0,0"
FASTDEAL SHOPPY,Demand,SURAT,394107,GUJARAT,21.2495518,72.8576028,18,0,0,0,0,"0,0"
ELEMENT CART,Demand,NEW DELHI,110041,DELHI,28.6857082,77.0265434,21,0,0,0,0,"0,0"
E COMM,Demand,MUMBAI,400067,MAHARASHTRA,19.2147932,72.8330442,13,0,0,0,0,"0,0"
VANDANA ENTERPRISES,Demand,BAHADURGARH,124507,HARYANA,28.6957549,76.9138873,66,0,0,0,0,"0,0"
DIMPY GARMENTS,Demand,NEW DELHI,110051,DELHI,28.6509821,77.286333,12,0,0,0,0,"0,0"
SHARMA SALES,Demand,NEW DELHI,110086,DELHI,28.7096936,77.0866646,46,0,0,0,0,"0,0"
NAUGHTY NINOS PRIVATE LIMITED,Demand,GURGAON,122004,HARYANA,28.4371377,77.000917,14,0,0,0,0,"0,0"
RUDRAKSH INTERNATIONAL,Demand,NEW DELHI,110032,DELHI,28.6778845,77.2871834,16,0,0,0,0,"0,0"
JAI GAJANAN ENTERPRISES,Demand,MUMBAI,400008,MAHARASHTRA,18.9696254,72.819308,8,0,0,0,0,"0,0"
KOPILA,Demand,NEW DELHI,110053,DELHI,28.6840231,77.2655077,14,0,0,0,0,"0,0"
N K ENTERPRISES,Demand,NEW DELHI,110044,DELHI,28.5148604,77.2678137,16,0,0,0,0,"0,0"
VAMANANDAN SELLS,Demand,SURAT,395009,GUJARAT,21.1873988,72.7807581,17,0,0,0,0,"0,0"
REENA TRADERS,Demand,NOIDA,201304,UTTAR PRADESH,28.5377518,77.3896861,9,0,0,0,0,"0,0"
ETRONICWORLD,Demand,NEW DELHI,110015,DELHI,28.6572986,77.1417198,13,0,0,0,0,"0,0"
HMV HERBALS,Demand,NEW DELHI,110084,DELHI,28.7436377,77.193806,16,0,0,0,0,"0,0"
URI BABA,Demand,NEW DELHI,110041,DELHI,28.6711169,77.0858612,18,0,0,0,0,"0,0"
Shiv Enterprises,Demand,NEW DELHI,110063,DELHI,28.6721246,77.1204713,18,0,0,0,0,"0,0"
PN EXPORT,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6607795,77.3304794,8,0,0,0,0,"0,0"
GALAXY INDIA,Demand,NEW DELHI,110006,DELHI,28.6610779,77.2345881,13,0,0,0,0,"0,0"
M/S RISHI MEDICAL EQUIPMENT AND SERVICES,Demand,KANPUR,208011,UTTAR PRADESH,26.4222037,80.3206181,16,0,0,0,0,"0,0"
U & V Consulting Group,Demand,GHAZIABAD,201014,UTTAR PRADESH,28.6481805,77.3690562,7,0,0,0,0,"0,0"
BKS TRADERS,Demand,NEW DELHI,110007,DELHI,28.6693226,77.201677,8,0,0,0,0,"0,0"
BLOSSOM KOCHHAR BEAUTY PRODUCTS PVT. LTD.,Demand,NEW DELHI,110020,DELHI,28.5529729,77.2670818,8,0,0,0,0,"0,0"
ARADHYA RETAIL,Demand,JAIPUR,302020,RAJASTHAN,26.8755623,75.7448737,23,0,0,0,0,"0,0"
Rishabh Maverick Impex Pvt. ltd.,Demand,AHMEDABAD,380016,GUJARAT,23.0508819,72.6036937,15,0,0,0,0,"0,0"
TNW INTERNATIONAL PRIVATE LIMITED,Demand,NEW DELHI,110052,DELHI,28.6999815,77.1643337,19,0,0,0,0,"0,0"
AMPRO,Demand,NEW DELHI,110055,DELHI,28.6498097,77.2051763,23,0,0,0,0,"0,0"
ASIAN AURA,Demand,NEW DELHI,110039,DELHI,28.7835154,77.0619644,8,0,0,0,0,"0,0"
S Y ENTERPRISES,Demand,JALANDHAR,144002,PUNJAB,31.3234824,75.5402767,7,0,0,0,0,"0,0"
CUTECUMBER DESIGNS PVT LTD,Demand,GHAZIABAD,201102,UTTAR PRADESH,28.78252,77.27275,10,0,0,0,0,"0,0"
DEVKI RETAILS,Demand,GURGAON,122001,HARYANA,28.4673177,77.0294594,27,0,0,0,0,"0,0"
S R TRADERS,Demand,KANPUR,208011,UTTAR PRADESH,26.43316,80.3234649,15,0,0,0,0,"0,0"
BHARTI HOME DECOR,Demand,PANIPAT,132103,HARYANA,29.3913437,76.993764,15,0,0,0,0,"0,0"
AMAN EXPORTS INTERNATIONAL,Demand,JAIPUR,302022,RAJASTHAN,26.7826612,75.8361472,27,0,0,0,0,"0,0"
DHVY GLOBAL PRIVATE LIMITED,Demand,GURGAON,122001,HARYANA,28.4302661,77.0104527,14,0,0,0,0,"0,0"
Amaraj,Demand,NEW DELHI,110051,DELHI,28.6491558,77.2893665,26,0,0,0,0,"0,0"
STAYHIT LIFESTYLE LLP,Demand,GURGAON,122001,HARYANA,28.4727235,77.0209282,13,0,0,0,0,"0,0"
CRUX Enterprises,Demand,NEW DELHI,110092,DELHI,28.628981,77.273738,11,0,0,0,0,"0,0"
PALLIN ENTERPRISES,Demand,JAIPUR,302017,RAJASTHAN,26.8560865,75.8120162,24,0,0,0,0,"0,0"
E-FASHION RETAIL,Demand,NEW DELHI,110051,DELHI,28.653682,77.291156,14,0,0,0,0,"0,0"
ERUM ENTERPRISES,Demand,YAMUNA NAGAR,135003,HARYANA,30.1647425,77.2979025,42,0,0,0,0,"0,0"
LEHAR WEBSTORE PRIVATE LIMITED,Demand,NEW DELHI,110084,DELHI,28.5436576,77.2000392,3,0,0,0,0,"0,0"
M FASHION,Demand,SURAT,395010,GUJARAT,21.1918206,72.8467627,10,0,0,0,0,"0,0"
BALAJI MOBILE,Demand,AHMEDABAD,380009,GUJARAT,23.0257758,72.5721476,41,0,0,0,0,"0,0"
Bruchi Club Apparel Private Limited,Demand,NOIDA,201301,UTTAR PRADESH,28.5775046,77.3129678,12,0,0,0,0,"0,0"
RPM ENTERPRISES,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6459289,77.344848,15,0,0,0,0,"0,0"
PRAGUN ENTERPRISES,Demand,SONIPAT,131001,HARYANA,28.9895903,77.0582105,21,0,0,0,0,"0,0"
CREATIVE FASHIONS,Demand,NOIDA,201301,UTTAR PRADESH,28.5891951,77.3310179,17,0,0,0,0,"0,0"
ODDWAY ICARE PRIVATE LIMITED,Demand,NEW DELHI,110002,DELHI,28.6442998,77.2442405,18,0,0,0,0,"0,0"
PUSHPA GARMENTS,Demand,JAIPUR,302029,RAJASTHAN,26.8142192,75.7730958,10,0,0,0,0,"0,0"
AMIRA CREATIONS,Demand,JAIPUR,302022,RAJASTHAN,26.8055374,75.8070951,28,0,0,0,0,"0,0"
WHOLE SALE INDIA,Demand,PANIPAT,132103,HARYANA,29.3919709,76.9670716,12,0,0,0,0,"0,0"
POLESTAR ETAIL,Demand,JAIPUR,302016,RAJASTHAN,26.92751,75.79498,6,0,0,0,0,"0,0"
DMM CREATION PRIVATE LIMITED,Demand,AHMEDABAD,380026,GUJARAT,22.9930291,72.6418204,13,0,0,0,0,"0,0"
Universal Watch Store,Demand,NEW DELHI,110051,DELHI,28.6484358,77.2830362,11,0,0,0,0,"0,0"
ICON FABRICS,Demand,RAJKOT,360005,GUJARAT,22.2797342,70.7629622,6,0,0,0,0,"0,0"
PROSOURCE INDUSTRIES PRIVATE LIMITED,Demand,NOIDA,201305,UTTAR PRADESH,28.532415,77.404681,9,0,0,0,0,"0,0"
Yugal Enterprises,Demand,KANPUR,208011,UTTAR PRADESH,26.4295391,80.340696,9,0,0,0,0,"0,0"
womaniyaa,Demand,JAIPUR,302003,RAJASTHAN,26.9200149,75.8386861,4,0,0,0,0,"0,0"
PANSALA ENTERPRISE,Demand,SURAT,395006,GUJARAT,21.2193995,72.8957233,56,0,0,0,0,"0,0"
FASHION PARI,Demand,FARIDABAD,121003,HARYANA,28.4536233,77.3259812,24,0,0,0,0,"0,0"
PPH FASHION,Demand,NEW DELHI,110051,DELHI,28.6597709,77.2827508,6,0,0,0,0,"0,0"
SKY LINE,Demand,MUMBAI,400067,MAHARASHTRA,19.2103784,72.8380901,7,0,0,0,0,"0,0"
SHRI CREATION,Demand,NEW DELHI,110064,DELHI,28.6248596,77.1108681,9,0,0,0,0,"0,0"
SHREE ENTERPRISE,Demand,SURAT,395008,GUJARAT,21.1870907,72.8522633,12,0,0,0,0,"0,0"
RAPTOR SPORTS,Demand,JALANDHAR,144002,PUNJAB,31.3242342,75.5621263,14,0,0,0,0,"0,0"
RMR BRANDS.,Demand,NEW DELHI,110041,DELHI,28.6696613,77.0568756,13,0,0,0,0,"0,0"
SHREE GANESHAM ARTS,Demand,JAIPUR,302003,RAJASTHAN,26.9203418,75.8214801,9,0,0,0,0,"0,0"
BACHUU,Demand,JAIPUR,302029,RAJASTHAN,26.8213529,75.7823192,22,0,0,0,0,"0,0"
PRIDE CLOTHING,Demand,AHMEDABAD,380008,GUJARAT,23.0021335,72.6199919,26,0,0,0,0,"0,0"
MARKSTOR,Demand,MUMBAI,401107,MAHARASHTRA,19.288008,72.865434,3,0,0,0,0,"0,0"
ARNAV TRADING HOUSE,Demand,JALANDHAR,144002,PUNJAB,31.30556,75.546729,12,0,0,0,0,"0,0"
VBRO SKIN CARE PVT.,Demand,SURAT,395006,GUJARAT,21.2176982,72.8754275,16,0,0,0,0,"0,0"
KAVYA COSMETICS,Demand,MUMBAI,400001,MAHARASHTRA,18.967746,72.8317311,11,0,0,0,0,"0,0"
JAIN SONS,Demand,NOIDA,201301,UTTAR PRADESH,28.5821195,77.3266991,8,0,0,0,0,"0,0"
VEER FASHIONS,Demand,JAIPUR,302002,RAJASTHAN,26.9318499,75.8321113,7,0,0,0,0,"0,0"
TEERTHANKAAR CHANDRAPRABHU GARMENTS CO.,Demand,NEW DELHI,110032,DELHI,28.6565035,77.2941966,8,0,0,0,0,"0,0"
RedroomTechnology Private Limited,Demand,NEW DELHI,110041,DELHI,28.6860423,77.0038377,33,0,0,0,0,"0,0"
MTG LEARNING MEDIA PVT. LTD.,Demand,SONIPAT,131029,HARYANA,28.8976429,77.0909809,15,0,0,0,0,"0,0"
MD Enterprise,Demand,NEW DELHI,110051,DELHI,28.6500478,77.2924678,8,0,0,0,0,"0,0"
NK ENTERPRISE,Demand,SURAT,394101,GUJARAT,21.2462595,72.8719487,12,0,0,0,0,"0,0"
FOOTROO PRIVATE LIMITED,Demand,JAIPUR,302029,RAJASTHAN,26.8191641,75.7659513,19,0,0,0,0,"0,0"
ADDYVERO,Demand,GURGAON,122001,HARYANA,28.4572605,77.0052101,15,0,0,0,0,"0,0"
Meyer Organics Private Limited,Demand,BHIWANDI,421302,MAHARASHTRA,19.2512771,73.0166156,10,0,0,0,0,"0,0"
KUNDAN CARE PRODUCTS LTD,Demand,NEW DELHI,110085,DELHI,28.7124638,77.1376911,40,0,0,0,0,"0,0"
PIHU TRADING COMPANY,Demand,NEW DELHI,110086,DELHI,28.6903513,77.0492392,11,0,0,0,0,"0,0"
JOLEY POLEY,Demand,NEW DELHI,110042,DELHI,28.7531276,77.1392664,3,0,0,0,0,"0,0"
DARON ENTERPRISES,Demand,JAIPUR,302019,RAJASTHAN,26.898557,75.7816408,9,0,0,0,0,"0,0"
GIRIRAJ SALES AGENCY,Demand,RAJKOT,360005,GUJARAT,22.283673,70.7557549,9,0,0,0,0,"0,0"
Cliq India Service,Demand,NEW DELHI,110032,DELHI,28.6648134,77.2939641,7,0,0,0,0,"0,0"
Unique RPQ Trader,Demand,NOIDA,201301,UTTAR PRADESH,28.5860959,77.3208795,27,0,0,0,0,"0,0"
YOUR CHOICE COLLECTION,Demand,NEW DELHI,110084,DELHI,28.7361717,77.1967213,8,0,0,0,0,"0,0"
SS TRADER,Demand,NOIDA,201304,UTTAR PRADESH,28.5280294,77.3769437,14,0,0,0,0,"0,0"
HEALTH AYURVEDA,Demand,NEW DELHI,110034,DELHI,28.7003153,77.1305395,9,0,0,0,0,"0,0"
ACEANN LIFESTYLE PRIVATE LIMITED,Demand,NOIDA,201301,UTTAR PRADESH,28.6331712,77.384956,5,0,0,0,0,"0,0"
RITZKART,Demand,NEW DELHI,110034,DELHI,28.6835401,77.1333752,7,0,0,0,0,"0,0"
MAHENDRA BROTHERS,Demand,GANGAGHAT,209861,UTTAR PRADESH,26.4667909,80.3489076,67,0,0,0,0,"0,0"
TRIOLOGY SOLUTIONS PRIVATE LIMITED,Demand,MUMBAI,401105,MAHARASHTRA,19.3055143,72.8569657,52,0,0,0,0,"0,0"
IMAGINE DESIGN STUDIOS,Demand,NEW DELHI,110092,DELHI,28.6389604,77.2977314,17,0,0,0,0,"0,0"
ZYWIE VENTURES PRIVATE LIMITED,Demand,MUMBAI,400059,MAHARASHTRA,19.1103534,72.8837138,6,0,0,0,0,"0,0"
NITESH JAIN HUF,Demand,NEW DELHI,110041,DELHI,28.6839426,77.04997,8,0,0,0,0,"0,0"
KAROBARSQUARE,Demand,GHAZIABAD,201012,UTTAR PRADESH,28.6694062,77.3792817,4,0,0,0,0,"0,0"
BABY SAFETY PVT LTD,Demand,GURGAON,122001,HARYANA,28.4659088,76.9966245,12,0,0,0,0,"0,0"
M.S.LED LIGHT TRADERS,Demand,NEW DELHI,110094,DELHI,28.7318432,77.2666332,38,0,0,0,0,"0,0"
DKG Retails,Demand,NEW DELHI,110034,DELHI,28.6989869,77.1288315,14,0,0,0,0,"0,0"
B Boy Body wears,Demand,NEW DELHI,110015,DELHI,28.6589251,77.1457614,10,0,0,0,0,"0,0"
M/S PREM IMPEX,Demand,GHAZIABAD,201102,UTTAR PRADESH,28.78252,77.27275,10,0,0,0,0,"0,0"
JAY KHODAL CREATION,Demand,SURAT,395006,GUJARAT,21.2179247,72.8987838,6,0,0,0,0,"0,0"
CLAEL,Demand,TIRUPPUR,641602,TAMIL NADU,11.1238513,77.340804,9,0,0,0,0,"0,0"
EDDY FASHION PRIVATE LIMITED,Demand,NEW DELHI,110092,DELHI,28.6394246,77.3109035,14,0,0,0,0,"0,0"
AJRO DEAL PRIVATE LIMITED,Demand,GHAZIABAD,201007,UTTAR PRADESH,28.6764817,77.371766,12,0,0,0,0,"0,0"
BLUE MOON,Demand,NOIDA,201304,UTTAR PRADESH,28.5280294,77.3769437,17,0,0,0,0,"0,0"
SHAGUN ONLINE,Demand,JAIPUR,302017,RAJASTHAN,26.8539383,75.8187811,6,0,0,0,0,"0,0"
BHAVIN ENTERPRISE,Demand,SURAT,395004,GUJARAT,21.2266205,72.8312383,9,0,0,0,0,"0,0"
PRAMUKHAM ENTERPRISE,Demand,SURAT,395004,GUJARAT,21.2357756,72.8260138,32,0,0,0,0,"0,0"
DHANESHWAR MERCHANTS,Demand,NEW DELHI,110042,DELHI,28.734784,77.1441153,4,0,0,0,0,"0,0"
SKV Enterprises,Demand,NEW DELHI,110008,DELHI,28.6521213,77.1546279,12,0,0,0,0,"0,0"
SMARTEES,Demand,TIRUPPUR,641603,TAMIL NADU,11.1424982,77.3311444,48,0,0,0,0,"0,0"
Amayra Collections,Demand,NEW DELHI,110063,DELHI,28.66687,77.102047,11,0,0,0,0,"0,0"
Alexa eva,Demand,JAIPUR,302013,RAJASTHAN,27.0144511,75.7037509,8,0,0,0,0,"0,0"
ALTRON ENTERPRISES LLP,Demand,JAIPUR,302020,RAJASTHAN,26.8747297,75.7539602,21,0,0,0,0,"0,0"
SAN GARMENTS,Demand,NEW DELHI,110051,DELHI,28.6573889,77.2121415,9,0,0,0,0,"0,0"
RIOWORLD,Demand,SURAT,395010,GUJARAT,21.2088502,72.8905257,14,0,0,0,0,"0,0"
COSMO TRADING CO,Demand,NEW DELHI,110018,DELHI,28.6519345,77.0940718,4,0,0,0,0,"0,0"
UNIQUE COLLECTION,Demand,JAIPUR,302022,RAJASTHAN,26.7789853,75.8423328,5,0,0,0,0,"0,0"
SHREENATHJI JEWELLERS,Demand,VADODARA,390019,GUJARAT,22.310925,73.2378935,6,0,0,0,0,"0,0"
VIBHA CREATION,Demand,SURAT,395010,GUJARAT,21.2149507,72.8964529,12,0,0,0,0,"0,0"
SUPERB SELECTIONS INC.,Demand,NEW DELHI,110027,DELHI,28.6464731,77.1169452,25,0,0,0,0,"0,0"
EAR LOBE AND ACCESSORIES,Demand,NEW DELHI,110009,DELHI,28.7006049,77.2057031,11,0,0,0,0,"0,0"
GOKUL ENTERPRISE,Demand,RAJKOT,360005,GUJARAT,22.3136695,70.7670949,11,0,0,0,0,"0,0"
GK ENTERPRISES,Demand,NEW DELHI,110051,DELHI,28.6426607,77.2842935,14,0,0,0,0,"0,0"
ATHITHYAA CREATION,Demand,TIRUPPUR,641604,TAMIL NADU,11.1011817,77.3423257,7,0,0,0,0,"0,0"
TARUN ENTERPRISES,Demand,NEW DELHI,110015,DELHI,28.660156,77.1496787,7,0,0,0,0,"0,0"
RAJ KAMAL,Demand,GURGAON,122001,HARYANA,28.4962336,77.0127896,12,0,0,0,0,"0,0"
CLOTHONICS,Demand,NEW DELHI,110032,DELHI,28.6684577,77.2992138,8,0,0,0,0,"0,0"
PARI ENTERPRISES,Demand,GHAZIABAD,201009,UTTAR PRADESH,28.6180633,77.4742656,22,0,0,0,0,"0,0"
AROMA FOOTWEAR,Demand,NEW DELHI,110026,DELHI,28.668575,77.1421652,7,0,0,0,0,"0,0"
VARDAAN INTERNATIONAL,Demand,GURGAON,122019,HARYANA,28.4413002,77.0822124,12,0,0,0,0,"0,0"
KCHP Technologies Pvt Ltd,Demand,GURGAON,122003,HARYANA,28.434816,77.0713488,9,0,0,0,0,"0,0"
NIVA ENTERPRISE,Demand,RAJKOT,360002,GUJARAT,22.2576519,70.806923,5,0,0,0,0,"0,0"
ANNAPURNA IMPEX,Demand,SURAT,395010,GUJARAT,21.1931564,72.8519069,9,0,0,0,0,"0,0"
DEVINE CRAFT,Demand,NEW DELHI,110018,DELHI,28.6426776,77.0709714,4,0,0,0,0,"0,0"
Krishna Trading Co.,Demand,NEW DELHI,110086,DELHI,28.7178203,77.0839666,8,0,0,0,0,"0,0"
SHEZONE,Demand,NEW DELHI,110005,DELHI,28.6624565,77.1625892,8,0,0,0,0,"0,0"
M/s A.K.COMMUNICATION,Demand,GONDA,271001,UTTAR PRADESH,28.6537399,77.210067,15,0,0,0,0,"0,0"
VIKAS SACHDEVNANI,Demand,JAIPUR,302029,RAJASTHAN,26.8019526,75.778579,1,0,0,0,0,"0,0"
ISHANI FAB,Demand,SURAT,395010,GUJARAT,21.1998993,72.8673229,11,0,0,0,0,"0,0"
VILLA ENTERPRISES,Demand,JAIPUR,302020,RAJASTHAN,26.8358179,75.7638804,9,0,0,0,0,"0,0"
ROSE INDIA INC.,Demand,PANIPAT,132103,HARYANA,29.4282537,76.9859466,7,0,0,0,0,"0,0"
MIRACLE MOMS,Demand,NEW DELHI,110032,DELHI,28.6718263,77.2951916,11,0,0,0,0,"0,0"
BHAVANI CLOTHING,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6609173,77.3410569,9,0,0,0,0,"0,0"
ALPINO HEALTH FOODS PRIVATE LIMITED,Demand,SURAT,395006,GUJARAT,21.213495,72.929035,8,0,0,0,0,"0,0"
N H TRADERS,Demand,NEW DELHI,110006,DELHI,28.6613574,77.2024306,11,0,0,0,0,"0,0"
PUKU TRADERS,Demand,NEW DELHI,110086,DELHI,28.6997817,77.0841467,8,0,0,0,0,"0,0"
SOM SONS,Demand,NEW DELHI,110015,DELHI,28.650053,77.1349817,6,0,0,0,0,"0,0"
KOLORATE LLP,Demand,NEW DELHI,110005,DELHI,28.6490083,77.193901,6,0,0,0,0,"0,0"
ME N MOMS Pvt LTD,Demand,BHIWANDI,421302,MAHARASHTRA,19.2623196,73.0699499,12,0,0,0,0,"0,0"
ELITE DISTRIBUTION,Demand,MUMBAI,401107,MAHARASHTRA,19.2865827,72.8686328,5,0,0,0,0,"0,0"
OMICRON PHARMA,Demand,SURAT,395006,GUJARAT,21.2155327,72.8632047,10,0,0,0,0,"0,0"
GUPTA AYURVEDIC STORE,Demand,NEW DELHI,110035,DELHI,28.678552,77.160804,14,0,0,0,0,"0,0"
KRISHNA ENTERPRISES,Demand,JAIPUR,302013,RAJASTHAN,26.9725543,75.7801785,7,0,0,0,0,"0,0"
ARDEUR FASHIONS,Demand,TIRUPPUR,641604,TAMIL NADU,11.0936332,77.3376864,6,0,0,0,0,"0,0"
NUTEX APPAREL LIMITED,Demand,NEW DELHI,110052,DELHI,28.699662,77.159187,4,0,0,0,0,"0,0"
JAYPEE MARKETING,Demand,NOIDA,201301,UTTAR PRADESH,28.5874974,77.3683535,3,0,0,0,0,"0,0"
NAVJYOTI FASHION,Demand,JAIPUR,302022,RAJASTHAN,26.8312909,75.7779809,5,0,0,0,0,"0,0"
HOUSE MALL,Demand,SURAT,395004,GUJARAT,21.2268661,72.8379686,42,0,0,0,0,"0,0"
Dazzle Products,Demand,MUMBAI,400067,MAHARASHTRA,19.21473,72.8226033,5,0,0,0,0,"0,0"
POCHEMUCHKA KIDS PRIVATE LIMITED,Demand,MUMBAI,400072,MAHARASHTRA,19.100284,72.8823811,6,0,0,0,0,"0,0"
PRIDE EXCLUSIVE,Demand,AHMEDABAD,382443,GUJARAT,22.9656932,72.595901,12,0,0,0,0,"0,0"
TRENDZ INDIA,Demand,NOIDA,201307,UTTAR PRADESH,28.6214688,77.3941654,5,0,0,0,0,"0,0"
PAPER AND PEN INDIA,Demand,NEW DELHI,110088,DELHI,28.7096653,77.1680151,6,0,0,0,0,"0,0"
SHREEJI JEWELLERS,Demand,VADODARA,390019,GUJARAT,22.310925,73.2378935,5,0,0,0,0,"0,0"
Saay Enterprises,Demand,MUMBAI,401107,MAHARASHTRA,19.2851893,72.8571629,14,0,0,0,0,"0,0"
PARRITA GLOBAL,Demand,MUMBAI,400063,MAHARASHTRA,19.1743293,72.8743249,9,0,0,0,0,"0,0"
Pollux Enterprises,Demand,NEW DELHI,110092,DELHI,28.6289368,77.273306,6,0,0,0,0,"0,0"
NADS FASHIONS,Demand,NOIDA,201301,UTTAR PRADESH,28.5687517,77.3977753,5,0,0,0,0,"0,0"
MOMAI TRADING,Demand,MUMBAI,400015,MAHARASHTRA,18.9935985,72.8462699,4,0,0,0,0,"0,0"
GURU NANAK GENERAL STORE,Demand,NEW DELHI,110032,DELHI,28.6681891,77.2905637,6,0,0,0,0,"0,0"
CRAFTIAL CURVE LLP,Demand,NEW DELHI,110092,DELHI,28.6235791,77.2845386,12,0,0,0,0,"0,0"
DR MOREPEN LIMITED,Demand,NEW DELHI,110042,DELHI,28.7387115,77.1499544,8,0,0,0,0,"0,0"
SUNSHINE GIFTS AND STATIONERS,Demand,JALANDHAR,144002,PUNJAB,31.3293515,75.5322356,6,0,0,0,0,"0,0"
ASHA CREATIONS,Demand,JAIPUR,302002,RAJASTHAN,26.9586366,75.8441675,8,0,0,0,0,"0,0"
GUNMETAL STITCHES PRIVATE LIMITED,Demand,GURGAON,122015,HARYANA,28.488619,77.0658739,5,0,0,0,0,"0,0"
PACKAGING SOLUTIONS,Demand,NOIDA,201301,UTTAR PRADESH,28.567225,77.3970354,7,0,0,0,0,"0,0"
